x,y,z
1.0,0.0,0.0
0.9991931406564944,0.020065303870855217,0.08026121548342088
0.9967738646699781,0.04000114097025966,0.16000456388103862
0.9927460760713196,0.05967887988141342,0.23871551952565367
0.9871162745782478,0.07897155450688405,0.31588621802753625
0.9798935451066362,0.09775468328823186,0.3910187331529275
0.9710895431100045,0.11590707239471719,0.46362828957886876
0.9607184757708951,0.1333115976986985,0.533246390794794
0.9487970790744773,0.14985596049220495,0.5994238419688197
0.9353445908013754,0.16543341206859483,0.6617336482743793
0.9203827194833026,0.17994344249410363,0.7197737699764145
0.9039356093715974,0.19329242912514047,0.7731697165005618
0.8860298014751945,0.20539424068692452,0.8215769627476982
0.8666941907309024,0.21617079301578243,0.8646831720631297
0.8459599793751037,0.2255525528793062,0.9022102115172248
0.8238606265921239,0.23347898662358885,0.9339159464943554
0.8004317945205197,0.2398989507527434,0.9595958030109736
0.7757112907044199,0.24477102192058073,0.9790840876823228
0.7497390070827848,0.24806376420525098,0.9922550568210038
0.722556855615039,0.24975593194231963,0.9990237277692786
0.6942087006469593,0.24983660680754502,0.9993464272301802
0.6647402881259598,0.2483052682648612,0.9932210730594448
0.6341991717800023,0.24517179692501773,0.980687187700071
0.6026346363792565,0.24045641079320482,0.9618256431728192
0.5700976182043452,0.2341895348170114,0.9367581392680456
0.5366406228495171,0.22641160457642892,0.9056464183057156
0.5023176404933873,0.2171728053825445,0.8686912215301781
0.4671840587739782,0.20653274846833095,0.8261309938733238
0.4312965734086517,0.19456008636083696,0.7782403454433479
0.39471309670317184,0.1813320699165014,0.7253282796660055
0.357492664097534,0.16693404987771857,0.6677361995108743
0.31969533889937257,0.15145892616674747,0.6058357046669899
0.2813821153586789,0.13500654847026894,0.5400261938810758
0.2426148202402402,0.11768307198218192,0.4707322879287277
0.20345601305263397,0.09960027246156045,0.3984010898462418
0.16396888509477991,0.08087482502520289,0.32349930010081157
0.12421715748296006,0.061627551328199054,0.24651020531279622
0.08426497832286252,0.04198263998990993,0.16793055995963974
0.0441768191925848,0.02206684529538274,0.08826738118153096
0.004017371103643291,0.002008669342396423,0.008034677369585692
-0.036148559892120825,-0.01806246708885357,-0.07224986835541426
-0.07625615728127871,-0.03801705959365825,-0.152068238374633
-0.1162406986844319,-0.05772635574026553,-0.23090542296106212
-0.1560376602999268,-0.07706318581541864,-0.30825274326167457
-0.19558282102711821,-0.09590278335776543,-0.38361113343106173
-0.23481236610115983,-0.1141235901848364,-0.4564943607393456
-0.27366299007208267,-0.13160804071933888,-0.5264321628773555
-0.3120719989619829,-0.14824332055408213,-0.5929732822163285
-0.3499774114354652,-0.1639220943610668,-0.6556883774442672
-0.38731805882008236,-0.17854319844807265,-0.7141727937922906
-0.4240336838153648,-0.19201229349418172,-0.7680491739767269
-0.4600650377311521,-0.2042424732526105,-0.816969893010442
-0.4953539760983121,-0.21515482529333668,-0.8606193011733467
-0.529843552497557,-0.22467894016745582,-0.8987157606698233
-0.5634781104549442,-0.23275336570800279,-0.9310134628320111
-0.5962033732557686,-0.23932600353596556,-0.9573040141438622
-0.6279665315319111,-0.24435444521312774,-0.9774177808525109
-0.6587163284813029,-0.24780624587278996,-0.9912249834911597
-0.688403142581985,-0.24965913356283154,-0.9986365342513263
-0.7169790676672855,-0.2499011529503738,-0.9996046118014953
-0.7443979902328954,-0.24853074246082324,-0.9941229698432931
-0.770615663851093,-0.24555674435357383,-0.9822269774142954
-0.7955897805720307,-0.24099834766935602,-0.9639933906774241
-0.819280039196864,-0.23488496441735215,-0.9395398576694087
-0.8416482103125502,-0.22725603980095282,-0.9090241592038113
-0.8626581979833656,-0.2181607977066281,-0.8726431908265123
-0.8822760979995918,-0.20765792309808911,-0.8306316923923565
-0.900470252589373,-0.19581518336501874,-0.783260733460075
-0.9172113015054528,-0.18270899106953115,-0.7308359642781246
-0.9324722294043557,-0.16842391091163944,-0.6736956436465578
-0.9462284094415497,-0.15305211409492275,-0.612208456379691
-0.9584576430122471,-0.1366927836129737,-0.5467711344518948
-0.969140195573707,-0.11945147429387899,-0.47780589717551597
-0.978258828491236,-0.1014394317318989,-0.4057577269275956
-0.985798826856495,-0.08277287450078358,-0.3310914980031343
-0.9917480232332221,-0.06357224428007936,-0.2542889771203174
-0.9960968172920514,-0.04396142873281365,-0.1758457149312546
-0.9988381913027441,-0.0240669621487616,-0.0962678485950464
-0.9999677214588312,-0.00401720901096072,-0.016068836043842884
-0.9994835850163922,0.016058464246676844,0.06423385698670739
-0.9973865632354515,0.036030523946610216,0.1441220957864409
-0.9936800401192438,0.05577010495401709,0.22308041981606838
-0.9883699969533858,0.07514984214952139,0.3005993685980855
-0.9814650026537629,0.0940446922234174,0.3761787688936696
-0.9729761999387102,0.11233274048894741,0.44933096195578964
-0.9629172873477994,0.1298959875088583,0.5195839500354331
-0.9513044971362493,0.14662111045970835,0.5864844418388334
-0.9381565690806327,0.1624001943213962,0.6496007772855849
-0.9234947202381485,0.1771314281740787,0.7085257126963149
-0.9073426107082598,0.19071976210978198,0.7628790484391279
-0.8897263054519498,0.20307752052013375,0.812310082080535
-0.8706742322302066,0.21412496780311907,0.8564998712124763
-0.8502171357296143,0.2237908228387655,0.895163291355062
-0.8283880279490782,0.2320127189142223,0.9280508756568893
-0.8052221349277443,0.23873760613067194,0.9549504245226877
-0.7807568399000825,0.2439220936956355,0.9756883747825421
-0.7550316229698623,0.24753272989211036,0.9901309195684413
-0.7280879974003711,0.24954621791810175,0.998184871672407
-0.6999694426236864,0.2499495662038953,0.9997982648155813
-0.6707213340771032,0.24874017223718084,0.9949606889487234
-0.6403908699799424,0.24592583935516615,0.9837033574206646
-0.6090269951689044,0.24152472639533357,0.9660989055813342
-0.5766803221148672,0.23556523052970513,0.9422609221188206
-0.5434030492486025,0.22808580403860362,0.9123432161544145
-0.5092488767271857,0.21913470620613115,0.8765388248245247
-0.4742729197770556,0.2087696919382078,0.8350787677528312
-0.43853161975353716,0.19705763911228494,0.7882305564491396
-0.40208265306037794,0.1840741170631806,0.7362964682527225
-0.36498483807625137,0.16990289898927582,0.6796115959571033
-0.3272980402384463,0.15463542142516648,0.6185416857006659
-0.2890830754368854,0.13837019426839167,0.5534807770735667
-0.25040161187439425,0.12121216516691474,0.48484866066765897
-0.2113160705515628,0.10327204236849057,0.41308816947396226
-0.1718895245368174,0.08466558040108979,0.33866232160435916
-0.13218559718422462,0.06551283319335108,0.26205133277340426
-0.0922683594633028,0.04593737945414298,0.18374951781657192
-0.05220222656649431,0.026065525309283192,0.10426210123713277
-0.012051853961172754,0.006025489340232129,0.02410195736092852
0.028117966946099957,-0.014053424716901762,-0.05621369886760704
0.0682424133646701,-0.03404166227406121,-0.13616664909624485
0.10825673572554781,-0.053810253812511054,-0.21524101525004422
0.1480963621689895,-0.07323164702907649,-0.292926588116306
